,request_id,request_date,request,desc,address,zip_code,hauler,route,district,lon,lat
12179,202625,2019-06-20,Trash - Backdoor,"backdoor/trash/missed again wednesday, cart not blocked and stays out.
6211 jocelyn hollow rd,",6211 jocelyn hollow rd,37205,RED RIVER,1304,23,-86.88140927149765,36.10425722203462
12180,202656,2019-06-20,Trash - Curbside/Alley Missed Pickup,"curb trash/miss for pickup, wednesday. wants cart emptied asap",2202 golf club ln,37215,RED RIVER,2305,25,-86.81485070981111,36.11872277066369
12181,202660,2019-06-20,Trash - Backdoor,backdoor miss,6601 harcourt cir,37205,RED RIVER,1303,23,-86.90222580046816,36.09255900401187
12183,202669,2019-06-20,Trash - Curbside/Alley Missed Pickup,missed- trash,212 cana cir,37205,RED RIVER,1303,23,-86.88689531546316,36.08694661768028
12186,202709,2019-06-20,Trash - Curbside/Alley Missed Pickup,missed trash- whole side of the street missed,2313 castleman dr,37215,RED RIVER,3301,34,-86.829831949679,36.1000127113741
12191,202938,2019-06-20,Trash - Backdoor,"please remember to pick up my  trash( back door pick up) , this is 3rd time this year.
thanks.",540 close ln,37205,RED RIVER,1304,23,-86.86506719765492,36.11669814320116
12209,203083,2019-06-20,Trash - Backdoor,backdoor miss,5508 saddlewood ln,37027,RED RIVER,4401,4,-86.75596464649767,36.030295553284894
12218,203136,2019-06-20,Trash - Curbside/Alley Missed Pickup,trash truck only went down other side of street again! all 3 houses on my side of street were missed today. please pick up my trash asap! thanks,420 mccain dr,37211,RED RIVER,3401,27,-86.71839045920713,36.05988819193844
12219,203139,2019-06-20,Trash - Curbside/Alley Missed Pickup,i had my trash out and they didnt pick it up. they were in a hurry and it was raining. they may not have seen it because of the bushes.,2433 batavia st,37208,METRO,9303,21,-86.81385983441575,36.161240064300216
12227,203232,2019-06-21,Trash - Curbside/Alley Missed Pickup,caller says trash has been missed for the past 3 week. trash smells so bad he can't keep the cart near his office. he wants trash picked up today.,4807 nolensville pike,37211,RED RIVER,2405,27,-86.71796270576883,36.06584223354947
12228,203234,2019-06-21,Trash - Curbside/Alley Missed Pickup,missed trash,14550 old hickory blvd,37013,RED RIVER,4403,31,-86.68226286265002,36.03032586032072
12234,203264,2019-06-21,Trash - Curbside/Alley Missed Pickup,trash cart was not emptied although others on this alley were. crew consistently misses this cart. please empty weekly!!!,1133 granada ave,37206,WASTE IND,2509,6,-86.74352177435706,36.1877153379187
12235,203267,2019-06-21,Trash - Curbside/Alley Missed Pickup,1 cart,4418 winston ave w,37211,RED RIVER,2405,27,-86.72737631462071,36.07166245437176
12237,203272,2019-06-21,Trash - Curbside/Alley Missed Pickup,trash was missed again....missed neighbors,5018 raywood ln,37211,RED RIVER,3403,30,-86.7140686052476,36.05969237671361
12238,203304,2019-06-21,Trash - Curbside/Alley Missed Pickup,miss,28 vaughns gap rd,37205,RED RIVER,1302,23,-86.88521769342773,36.08062395843634
12240,203312,2019-06-21,Trash - Backdoor,backdoor miss,812 horner ave,37204,METRO,9404,17,-86.77724519362907,36.12237765623162
12249,203390,2019-06-21,Trash - Backdoor,missed for past couple weeks,3209 louise dr,37211,METRO,9408,16,-86.7480201790024,36.10250028336344
12250,203394,2019-06-21,Trash - Backdoor,"trash was not collected, and the two of us are over 70.",204 clearbrook ct,37205,RED RIVER,1303,23,-86.89750880516101,36.09444596255362
12255,203424,2019-06-21,Trash - Curbside/Alley Missed Pickup,previous requested states trash was picked up and caller states he is looking at the cart and it has not been emptied. he also stated this is a on going thing he is not happy and is calling the mayor's office.,3605 meadowbrook ave,37205,METRO,9307,24,-86.82791553952654,36.13783814541062
12257,203440,2019-06-21,Trash - Backdoor,backdoor miss...cart is running over,2520 whites creek pike,37207,RED RIVER,3202,2,-86.80134747632542,36.21503123839929
12263,203583,2019-06-21,Trash - Curbside/Alley Missed Pickup,miss,3734 faulkner dr,37211,RED RIVER,2405,30,-86.71127504464103,36.07532759713725
12264,203586,2019-06-21,Trash - Backdoor,backdoor missed,5017 briarwood dr,37211,RED RIVER,2404,26,-86.74418718184941,36.068483057208304
12267,203606,2019-06-21,Trash - Curbside/Alley Missed Pickup,miss,318 oriel ave,37210,WASTE IND,4406,16,-86.74680934055002,36.122482496183416
12269,203643,2019-06-21,Trash - Curbside/Alley Missed Pickup,looks like the entire street was missed,2828 twin lawn dr,37214,RED RIVER,2502,15,-86.66168413348444,36.152592100391125
12270,203655,2019-06-21,Trash - Curbside/Alley Missed Pickup,the trash man did not run in my area today.,605 piccadilly row,37013,RED RIVER,4502,28,-86.66440470372261,36.08038595057495
12271,203690,2019-06-21,Trash - Curbside/Alley Missed Pickup,missed pick up,1043 e trinity ln,37216,METRO,9507,5,-86.7425873511558,36.20422636332621
12272,203697,2019-06-21,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed,2731 murfreesboro pike,37013,RED RIVER,4502,32,-86.63397000000003,36.06912999999996
12276,203731,2019-06-21,Trash - Curbside/Alley Missed Pickup,miss,3734 faulkner dr,37211,RED RIVER,2405,30,-86.71127504464103,36.07532759713725
12277,203785,2019-06-22,Trash - Curbside/Alley Missed Pickup,"cans are still full of trash after the business day, fri. 06/21/19",307 donelson pike,37214,RED RIVER,2502,14,-86.66454718559062,36.158272664381535
12278,203786,2019-06-22,Trash - Curbside/Alley Missed Pickup,"none of the trash carts were picked up in our bellwood neighborhood on the scheduled friday, 5/21/2019",5312 bell crest dr,37013,RED RIVER,4502,32,-86.63569966339224,36.06325594032661
12280,203866,2019-06-22,Trash - Curbside/Alley Missed Pickup,missed trash pickup on wednesday 6/19. our garbage bin is now about to overflow.,3322 park ave,37209,WASTE IND,3306,24,-86.82547765418961,36.15188609455083
12281,203868,2019-06-22,Trash - Curbside/Alley Missed Pickup,"all customers on benson rd and riverpoint pass did not get garbage pickup on friday, june 21",84 riverpoint pass,37214,RED RIVER,1503,15,-86.66162210233256,36.17051854618943
12283,203913,2019-06-23,Trash - Curbside/Alley Missed Pickup,it appears the whole street was missed. normal pick up on fridays.,108 benson rd,37214,RED RIVER,1503,15,-86.66372178946204,36.17048552012431
12286,204005,2019-06-23,Trash - Backdoor,trash can is full because it has not been picked up in five weeks. i should not have to call or write to remind yall that i require trash pickup just like other citizens. neighbors are complaining about the smell as the fumes are keeping them from enjoying their outside porch. recycling finally made it this past friday. they missed last month as usual. keep up the great work yall dont do.,2415 brasher ave,37206,METRO,9503,5,-86.74884162805604,36.195844478347865
12292,204273,2019-06-24,Trash - Curbside/Alley Missed Pickup,missed....entire community missed..,2120 aileen dr,37013,RED RIVER,4502,28,-86.65567625684385,36.08193719152247
12293,204295,2019-06-24,Trash - Curbside/Alley Missed Pickup,miss,2221 una antioch pike,37013,RED RIVER,4502,28,-86.65613456842615,36.07918078785184
12294,204307,2019-06-24,Trash - Curbside/Alley Missed Pickup,trash not being picked up constantly,110 george l davis blvd,37203,METRO,9407,19,-86.78907025776275,36.15668981081328
12299,204392,2019-06-24,Trash - Curbside/Alley Missed Pickup,trash wasn?t picked up at scheduled date last tuesday our trash has been setting out there  since. this is the second time this has happened,1017 saunders ave,37115,RED RIVER,3214,8,-86.72875935363723,36.25283995985711
12301,204433,2019-06-24,Trash - Curbside/Alley Missed Pickup,missed pick up,2802 delaware ave,37209,METRO,9303,21,-86.81917070219531,36.15597059519967
12302,204449,2019-06-24,Trash - Curbside/Alley Missed Pickup,missed pick up,2761 watersview dr,37217,RED RIVER,2505,29,-86.62617611610473,36.08624514143391
12303,204471,2019-06-24,Trash - Backdoor,caller states that this is the 3rd friday in a row her backdoor trash has been missed .,4221 shagbark trl,37013,RED RIVER,4510,32,-86.61958486488834,36.04248553123047
12310,204688,2019-06-24,Trash - Curbside/Alley Missed Pickup,carts still out on entire street,108 benson rd,37214,RED RIVER,1503,15,-86.66372178946204,36.17048552012431
12311,204707,2019-06-24,Trash - Curbside/Alley Missed Pickup,missing this small street every week need to  talk to driver,894 connelly dr,37217,RED RIVER,1401,13,-86.7012831430148,36.1311039271612
12313,204802,2019-06-24,Trash - Backdoor,backdoor miss..caller says she has been in and out of town for the past couple weeks and noticed today that it appears her trash hasn't been emptied in several weeks.,3815 rolland rd,37205,RED RIVER,2304,24,-86.83313308645022,36.12815344513213
12319,204962,2019-06-25,Trash - Curbside/Alley Missed Pickup,whole street missed trash/last thursday. curb,4808 foley dr,37211,RED RIVER,2405,30,-86.71622964181836,36.07868051651565
12322,205130,2019-06-25,Trash - Curbside/Alley Missed Pickup,why is our trash not being picked up. i have called and emailed and still nothing. your manager said to have it out on thursday and they are still not picking up.,110 george l davis blvd,37203,METRO,9407,19,-86.78907025776275,36.15668981081328
12324,205309,2019-06-25,Trash - Curbside/Alley Missed Pickup,unit-a two weeks of trash/missed {tuesday} has camera seen truck emptied next door. curb,1704 simpkins st,37208,METRO,9205,2,-86.81277610467093,36.18571457181756
12331,205505,2019-06-25,Trash - Curbside/Alley Missed Pickup,trash missed 2 weeks,4820 fairmeade ct,37218,RED RIVER,3203,1,-86.83480417227584,36.22473132988474
12333,205537,2019-06-25,Trash - Curbside/Alley Missed Pickup,trash was not picked up for second week in a row.,1827 heiman st,37208,METRO,9208,21,-86.8096213695841,36.17092549888987
12339,205585,2019-06-25,Trash - Curbside/Alley Missed Pickup,1 cart. entire street miseed curb tuesday.,1804 s hamilton rd,37218,RED RIVER,4204,2,-86.8340446666744,36.1904291714581
12341,205590,2019-06-25,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed,1916 s hamilton rd,37218,RED RIVER,4204,2,-86.83229506711865,36.19215102084551
12343,205602,2019-06-25,Trash - Curbside/Alley Missed Pickup,miss,556 annex ave,37209,RED RIVER,4203,20,-86.87870484792025,36.15783078043662
12351,205634,2019-06-25,Trash - Curbside/Alley Missed Pickup,once again you numb nuts muther fuckers did not pick up my trash. what's the fucking problem?  i want a supervisor to call me to explain. 615-506-4378 or i am calling my council lady and the mayors office,903 saunders ave,37115,RED RIVER,3214,8,-86.72846788423962,36.25537169602436
12356,205741,2019-06-26,Trash - Curbside/Alley Missed Pickup,trash cart is moved up hill toward mountainview dr. to avoid road project. was not picked up last week either.,1307 hildreth dr,37215,RED RIVER,3303,34,-86.81239274078493,36.08158186696922
12358,205754,2019-06-26,Trash - Curbside/Alley Missed Pickup,missed again...alley,1816 jo johnston ave,37203,METRO,9208,21,-86.8029875900445,36.16032964655012
12360,205803,2019-06-26,Trash - Curbside/Alley Missed Pickup,"trash pickup missed.  recent storms have made it much worse, and we really need the issue taken care of.  this is not the first time our trash has not been taken out.",511 8th ave s,37203,WASTE IND,4507,19,-86.77955709849986,36.15357313610922
12361,205804,2019-06-26,Trash - Curbside/Alley Missed Pickup,miss,914 acklen ave,37203,METRO,9401,17,-86.78354373346369,36.13368024392245
12363,205809,2019-06-26,Trash - Curbside/Alley Missed Pickup,this missed,511 8th ave s,37203,WASTE IND,4507,19,-86.77955709849986,36.15357313610922
12364,205869,2019-06-26,Trash - Backdoor,miss,611 n 2nd st,37207,METRO,9207,5,-86.77135407799607,36.18215853966326
12368,205962,2019-06-26,Trash - Curbside/Alley Missed Pickup,pickup missed.,4454 ashland city hwy,37218,RED RIVER,3203,1,-86.86900725509541,36.210695484775975
12369,206084,2019-06-26,Trash - Curbside/Alley Missed Pickup,"pickup has totally stopped since february of this year.  if i want our garbage collected i have to call public works. i've called multiple times but nobody has helped us resolve this issue.  fyi, my neighbor james holland  isn't being serviced either.  he owns the landscape company next door to us.  michael burkeen, michael@middletennesseeroofing.com",4024 stewarts ln,37218,RED RIVER,3203,1,-86.86023445671172,36.20461097950483
12371,206149,2019-06-26,Trash - Backdoor,"backdoor/trash missed last thursday. next door/gets pickup and truck goes there twice, but missing her's.",5192 regent dr,37220,RED RIVER,2403,26,-86.7698345220622,36.05888361070267
12373,206210,2019-06-26,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,104 eaton ct,37218,RED RIVER,3203,1,-86.86334322159037,36.21477318494971
12380,206330,2019-06-26,Trash - Curbside/Alley Missed Pickup,our trash has been missed two weeks in a row. there is construction on the street. please have someone get this soon. even with out construction the trash is missed often. please remedy this problem.,1304 hildreth dr,37215,RED RIVER,3303,34,-86.81169162810079,36.0820820139068
12381,206343,2019-06-26,Trash - Curbside/Alley Missed Pickup,missed.,1911 haynes st,37207,RED RIVER,3202,2,-86.78710961119884,36.2054662756455
12382,206342,2019-06-26,Trash - Curbside/Alley Missed Pickup,trash was not picked up for any residents on 14th ave n yesterday.,1526 14th ave n,37208,WASTE IND,3207,21,-86.80334439568837,36.175053356202426
12384,206365,2019-06-26,Trash - Backdoor,backdoor miss,1005 graybar ln,37204,RED RIVER,4305,25,-86.78908992354872,36.108516006454366
12385,206368,2019-06-26,Trash - Backdoor,unit-b missed backdoor/trash {wednesday},116 margaret st,37115,RED RIVER,3314,9,-86.70238781032208,36.25603924860546
12390,206398,2019-06-26,Trash - Backdoor,backdoor/trash/miss {wednesday},1005 graybar ln,37204,RED RIVER,4305,25,-86.78908992354872,36.108516006454366
12391,206406,2019-06-26,Trash - Curbside/Alley Missed Pickup,missed trash pick-up,608 harding pl,37211,RED RIVER,4302,26,-86.7415242951198,36.07784630365238
12392,206411,2019-06-26,Trash - Curbside/Alley Missed Pickup,there are 3 cans that use this address,4199 kirtland rd,37215,RED RIVER,3303,25,-86.81799665979842,36.10017874825901
12396,206432,2019-06-26,Trash - Curbside/Alley Missed Pickup,"our trash can was out on tuesday evening, but was not emptied on wednesday.  thank you.",608 harding pl,37211,RED RIVER,4302,26,-86.7415242951198,36.07784630365238
12399,206534,2019-06-27,Trash - Backdoor,"backdoor/trash is being missed every wednesday, why?  should be on the route for backdoor. very upset wants cart emptied asap. waiver good through year 2020.
6/10/2019 still missed",617 kinsey blvd,37115,RED RIVER,3314,9,-86.69003518723453,36.25306895745622
12400,206536,2019-06-27,Trash - Curbside/Alley Missed Pickup,miss,4022 woodlawn dr,37205,RED RIVER,2302,24,-86.84246304936906,36.12624371842884
12405,206558,2019-06-27,Trash - Backdoor,backdoor miss,755 rodney dr,37205,RED RIVER,1301,23,-86.91324184379974,36.10356558483233
12406,206564,2019-06-27,Trash - Backdoor,backdoor/trash miss again {wednesday},6301 harding pike,37205,RED RIVER,1303,23,-86.88145416202985,36.09402575891138
12407,206566,2019-06-27,Trash - Backdoor,missed backdoor trash pickup. cart is running over,1131 lipscomb dr,37204,RED RIVER,3302,25,-86.800130366252,36.09197645368496
12410,206606,2019-06-27,Trash - Curbside/Alley Missed Pickup,"receptacles were put out monday night no one in the cul de sac had there trash picked up.
this is not the first time pickup was not made, usually they get it the next morning, but this is the second morning and no trash pickup again.",104 eaton ct,37218,RED RIVER,3203,1,-86.86334322159037,36.21477318494971
12411,206610,2019-06-27,Trash - Backdoor,backdoor trash missed 3 times in june.,206 rolling fork ct,37205,RED RIVER,1304,23,-86.9062500235903,36.09286366453976
12414,206664,2019-06-27,Trash - Curbside/Alley Missed Pickup,cart still out. cart sits on greenway,3514 central ave,37205,METRO,9307,24,-86.82500630589792,36.137719856348376
12418,206713,2019-06-27,Trash - Curbside/Alley Missed Pickup,blank,1000 2nd ave n,37201,unknown,unknown,19,-86.78244996317667,36.17429880568535
12419,206716,2019-06-27,Trash - Backdoor,backdoor miss,4422 granny white pike,37204,RED RIVER,3302,25,-86.80096098254613,36.09621684655716
12422,206738,2019-06-27,Trash - Backdoor,missed  backdoor,429 davidson rd,37205,RED RIVER,1304,23,-86.87731590104235,36.116719848506776
12424,206777,2019-06-27,Trash - Backdoor,"we have paid backdoor pickup, and our trash has not been picked up for the last two weeks.  this seems to be an ongoing problem with red river, and i was told a few weeks ago by one of the drivers who came to get our garbage after yet another request to hubnashville that the regular driver on our route does not like to go up our driveway.  this is absolutely unacceptable, especially since we are paying an additional fee for backdoor pickup and this has not been an ongoing issue until the last few moths.  please address this immediately and arrange for our garbage to be picked up asap.  

secondly, metro needs to seriously reevaluate it?s operating contract with red river.  there is very little customer service when you call them directly, if you can even get someone to answer the phone.  that is why i no longer call them but instead use hubnashville to register my complaint.",6670 jocelyn hollow rd,37205,RED RIVER,1304,23,-86.91631893556087,36.09481528473959
